cppex,patch_cpp,y
"return _volStateMachine.transitTo(vol, event, nullptr, _volsDao);
}

Volume destroyVolume(long volumeId, const Account& caller, bool expunge, bool forceExpunge) {
    VolumeVO volume = retrieveAndValidateVolume(volumeId, caller);

    if (expunge) {
        const auto userId = caller.getAccountId();
        if (!forceExpunge && !_accountMgr.isAdmin(userId) && !AllowUserExpungeRecoverVolume::valueIn(userId)) {
            throw PermissionDeniedException(""Expunging a volume can only be done by an Admin. Or when the allow.user.expunge.recover.volume key is set."");
        }
    } else if (volume.getState() == Volume::State::Allocated || volume.getState() == Volume::State::Uploaded) {
        throw InvalidParameterValueException(""The volume in Allocated/Uploaded state can only be expunged not destroyed/recovered"");
    }

    destroyVolumeIfPossible(volume);

    if (expunge) {
        if (volume.getState() == Volume::State::Allocated) {
            _volsDao.remove(volume.getId());
            try {
                stateTransitTo(volume, Volume::Event::DestroyRequested);
            } catch (const NoTransitionException& e) {
                s_logger.debug(""Failed to destroy volume"" + std::to_string(volume.getId()), e);
                return nullptr;
            }
            _resourceLimitMgr.decrementResourceCount(volume.getAccountId(), ResourceType::volume, volume.isDisplay());
            _resourceLimitMgr.decrementResourceCount(volume.getAccountId(), ResourceType::primary_storage, volume.isDisplay(), static_cast<long>(volume.getSize()));
            return volume;
        }
        if (!deleteVolumeFromStorage(volume, caller)) {
            s_logger.warn(""Failed to expunge volume: "" + std::to_string(volumeId));
            return nullptr;
        }
    }

    return volume;
}

Volume recoverVolume(long volumeId) {
    Account caller = CallContext::current().getCallingAccount();
    const auto userId = caller.getAccountId();

    VolumeVO volume = _volsDao.findById(volumeId);

    if (!volume) {
        throw InvalidParameterValueException(""Unable to find a volume with id "" + std::to_string(volumeId));
    }

    if (!_accountMgr.isAdmin(userId) && !AllowUserExpungeRecoverVolume::valueIn(userId)) {
        throw PermissionDeniedException(""Recovering a volume can only be","```cpp
Volume* destroyVolume(long volumeId, const Account& caller, bool expunge, bool forceExpunge) {
    VolumeVO* volume = retrieveAndValidateVolume(volumeId, caller);

    if (expunge) {
        // When trying to expunge, permission is denied when the caller is not an admin and the AllowUserExpungeRecoverVolume is false for the caller.
        const long userId = caller.getAccountId();
        if (!forceExpunge && !_accountMgr.isAdmin(userId) && !AllowUserExpungeRecoverVolume::valueIn(userId)) {
            throw PermissionDeniedException(""Expunging a volume can only be done by an Admin. Or when the allow.user.expunge.recover.volume key is set."");
        }
    } else if (volume->getState() == Volume::State::Allocated || volume->getState() == Volume::State::Uploaded) {
        throw InvalidParameterValueException(""The volume in Allocated/Uploaded state can only be expunged not destroyed/recovered"");
    }

    destroyVolumeIfPossible(*volume);

    if (expunge) {
        // Mark volume as removed if volume has not been created on primary or secondary
        if (volume->getState() == Volume::State::Allocated) {
            _volsDao.remove(volume->getId());
            try {
                stateTransitTo(*volume, Volume::Event::DestroyRequested);
            } catch (const NoTransitionException& e) {
                s_logger.debug(""Failed to destroy volume"" + std::to_string(volume->getId()), e);
                return nullptr;
            }
            _resourceLimitMgr.decrementResourceCount(volume->getAccountId(), ResourceType::volume, volume->isDisplay());
            _resourceLimitMgr.decrementResourceCount(volume->getAccountId(), ResourceType::primary_storage, volume->isDisplay(), static_cast<long>(volume->getSize()));
            return volume;
        }
        if (!deleteVolumeFromStorage(*volume, caller)) {
            s_logger.warn(""Failed to expunge volume: "" + std::to_string(volumeId));
            return nullptr;
        }
    }

    return volume;
}

Volume* recoverVolume(long volumeId) {
    Account caller = CallContext::current().getCallingAccount();
    const long userId = caller.getAccountId();

    // Verify input parameters
    VolumeVO* volume = _volsDao.findById(volumeId);

    if (volume == nullptr) {
        throw InvalidParameterValueException",1
"std::mutex previousOffsetsMutex;

void getAllPreviousOffsets(SourceState& state) {
    std::lock_guard<std::mutex> lock(previousOffsetsMutex);
    if (doneGettingAllPreviousOffsets.load()) {
        return;
    }

    previousOffsets.clear();
    for (auto& workUnitState : state.getPreviousWorkUnitStates()) {
        std::vector<KafkaPartition> partitions = KafkaUtils::getPartitions(workUnitState);","```cpp
void getAllPreviousOffsets(SourceState& state) {
    std::lock_guard<std::mutex> lock(this->mutex_);
    if (this->doneGettingAllPreviousOffsets.load()) {
        return;
    }

    this->previousOffsets.clear();
    for (auto& workUnitState : state.getPreviousWorkUnitStates()) {
        std::vector<KafkaPartition> partitions = KafkaUtils::getPartitions(workUnitState);
        // Rest of the logic goes here
    }
}

// Class members assumed:
// std::atomic<bool> doneGettingAllPreviousOffsets;
// std::mutex mutex_;
```",1
"#include <vector>
#include <string>
#include <optional>
#include <stdexcept>

class TableReference {};
class TableRow {};

class SomeClass {
public:
    // Returns the total bytes count of TableRows.
    virtual long insertAll(
        const TableReference& ref,
        const std::vector<TableRow>& rowList,
        const std::optional<std::vector<std::string>>& insertIdList
    ) = 0;

    // Inserts TableRows with the specified insertIds if not null.
    // Returns the total bytes count of TableRows.
    virtual long insertAll(
        const TableReference& ref,
        const std::vector<TableRow>& rowList,
        const std::optional<std::vector<std::string>>& insertIdList,
        std::optional<bool> ignoreUnknownValues
    ) = 0;
};","```cpp
#include <cstddef>
#include <vector>
#include <optional>
#include <string>
#include <stdexcept>

struct TableReference {};
struct TableRow {};

class BigQueryServices {
public:
    virtual ~BigQueryServices() = default;
    
    virtual std::size_t insertAll(
        const TableReference& ref,
        const std::vector<TableRow>& rowList,
        const std::optional<std::vector<std::string>>& insertIdList
    ) = 0;

    virtual std::size_t insertAll(
        const TableReference& ref,
        const std::vector<TableRow>& rowList,
        const std::optional<std::vector<std::string>>& insertIdList,
        bool ignoreUnknownValues
    ) = 0;
};
```",1
"#include <hive/ql/metadata/Table.h>
#include <hadoop/mapred/InputFormat.h>
#include <hadoop/mapred/InvalidInputException.h>
#include <hadoop/security/UserGroupInformation.h>
#include <thrift/TException.h>

#include <gtest/gtest_prod.h>","#include <hive/ql/metadata/Partition.h>
#include <hive/ql/metadata/Table.h>
#include <hadoop/mapred/InputFormat.h>
#include <hadoop/mapred/InvalidInputException.h>
#include <hadoop/security/UserGroupInformation.h>
#include <thrift/TException.h>

#include <google/common/annotations/VisibleForTesting.h>",0
"#include <Messages.h>
#include <messageprocessors/MessageProcessor.h>
#include <streams/Stream.h>
#include <providers/ObjectMapperProvider.h>
#include <buffers/processors/ProcessBufferProcessor.h>
#include <messageq/MessageQueueAcknowledger.h>
#include <metrics/MetricUtils.h>","#include ""MessageCollection.h""
#include ""Messages.h""
#include ""MessageProcessor.h""
#include ""Stream.h""
#include ""ObjectMapperProvider.h""
#include ""ProcessBufferProcessor.h""
#include ""MessageQueueAcknowledger.h""
#include ""MetricUtils.h""",0
"private:
    Registry& registry;","class MuleRegistryHelper : public MuleRegistry {
private:
    Registry& registry;

public:
    // ...
};",1
"```cpp
protected:
    DistributionSummary* newDistributionSummary(
        Meter::Id id,
        const DistributionStatisticConfig& distributionStatisticConfig,
        double scale) override
    {
        auto* distributionSummary = new OpenTelemetryDistributionSummary(
            id, clock, distributionStatisticConfig, scale, otelMeter);
        if (distributionSummary->isUsingMicrometerHistograms()) {
            HistogramGauges::registerWithCommonFormat(distributionSummary, this);
        }
        return distributionSummary;
    }

    Meter* newMeter(Meter::Id id, Meter::Type type, const std::vector<Measurement>& iterable) override
    {
        throw std::runtime_error(""Not implemented yet"");
    }

    template<typename T>
    FunctionTimer* newFunctionTimer(
        Meter::Id id,
        T obj,
        ToLongFunction<T> countFunction,
        ToDoubleFunction<T> totalTimeFunction,
        TimeUnit totalTimeFunctionUnit) override
    {
        return new OpenTelemetryFunctionTimer<T>(
            id, obj, countFunction, totalTimeFunction, totalTimeFunctionUnit, asyncInstrumentRegistry);
    }

    template<typename T>
    FunctionCounter* newFunctionCounter(
        Meter::Id id,
        T obj,
        ToDoubleFunction<T> countFunction) override
    {
        return new OpenTelemetryFunctionCounter<T>(id, obj, countFunction, asyncInstrumentRegistry);
    }
```","#include <stdexcept>
#include <functional>

class OpenTelemetryMeterRegistry : public MeterRegistry {
protected:
    DistributionSummary* newDistributionSummary(
        Meter::Id id, 
        DistributionStatisticConfig distributionStatisticConfig, 
        double scale) override 
    {
        auto* distributionSummary = new OpenTelemetryDistributionSummary(
            id, clock, distributionStatisticConfig, scale, otelMeter);
        if (distributionSummary->isUsingMicrometerHistograms()) {
            HistogramGauges::registerWithCommonFormat(distributionSummary, this);
        }
        return distributionSummary;
    }
    
    Meter* newMeter(Meter::Id id, Meter::Type type, const std::vector<Measurement>& iterable) override
    {
        throw std::runtime_error(""Not implemented yet"");
    }

    template<typename T>
    FunctionTimer* newFunctionTimer(
        Meter::Id id,
        T obj,
        std::function<long(const T&)> countFunction,
        std::function<double(const T&)> totalTimeFunction,
        TimeUnit totalTimeFunctionUnit) override
    {
        return new OpenTelemetryFunctionTimer<T>(
            id, obj, countFunction, totalTimeFunction, totalTimeFunctionUnit, asyncInstrumentRegistry);
    }

    template<typename T>
    FunctionCounter* newFunctionCounter(
        Meter::Id id, 
        T obj, 
        std::function<double(const T&)> countFunction) override
    {
        return new OpenTelemetryFunctionCounter<T>(id, obj, countFunction, asyncInstrumentRegistry);
    }
};",1
"protected:
Config getLocallyResolvedConfig(const Config& userConfig) override {
    Config filteredUserConfig = SecureJobTemplate::filterUserConfig(this, userConfig, log);
    return filteredUserConfig.withFallback(this->rawConfig);
}

public:
bool isSecure() override {
    return this->rawConfig.hasPath(IS_SECURE_KEY) && this->rawConfig.getBoolean(IS_SECURE_KEY);
}

std::vector<std::string> overridableProperties() override {
    if (isSecure()) {
        return SPLITTER.splitToList(this->rawConfig.getString(SECURE_OVERRIDABLE_PROPERTIES_KEYS));
    } else {
        return {};
    }
}","class StaticJobTemplate : public InheritingJobTemplate {
protected:
    Config getLocallyResolvedConfig(const Config& userConfig) override {
        Config filteredUserConfig = SecureJobTemplate::filterUserConfig(this, userConfig, log);
        return filteredUserConfig.withFallback(this->rawConfig);
    }

public:
    bool isSecure() override {
        return this->rawConfig.hasPath(IS_SECURE_KEY) && this->rawConfig.getBoolean(IS_SECURE_KEY);
    }

    std::vector<std::string> overridableProperties() override {
        if (isSecure()) {
            return SPLITTER.splitToList(this->rawConfig.getString(SECURE_OVERRIDABLE_PROPERTIES_KEYS));
        } else {
            return {};
        }
    }
};",1
"EXPECT_CALL(*databaseDialog, getDatabaseMeta())
    .WillOnce(::testing::Return(createDefaultDatabase()));

auto dialog = std::make_shared<::testing::NiceMock<BaseStepDialog>>();
dialog->databaseDialog = databaseDialog;","EXPECT_CALL(*databaseDialog, askForDatabaseName(_))
    .WillOnce(Return(expectedResult));

EXPECT_CALL(*databaseDialog, getDatabaseMeta())
    .WillOnce(Return(createDefaultDatabase()));

auto dialog = std::make_shared<MockBaseStepDialog>();
dialog->databaseDialog = databaseDialog;",1
"#include ""AnkiActivity.h""
#include ""AnkiDroidApp.h""
#include ""R.h""
#include ""UIUtils.h""
#include ""dialogs/AsyncDialogFragment.h""
#include ""dialogs/DatabaseErrorDialog.h""
#include ""exception/ConfirmModSchemaException.h""
#include ""backend/exception/DeckRenameException.h""","#include <string>
#include <vector>

#include ""AnkiActivity.h""
#include ""AnkiDroidApp.h""
#include ""R.h""
#include ""UIUtils.h""
#include ""AsyncDialogFragment.h""
#include ""DatabaseErrorDialog.h""
#include ""ConfirmModSchemaException.h""
#include ""DeckRenameException.h""",1
"void send(SenderConnection& connection,
          const SMTPConfiguration& configuration,
          const EmailContent& content, // TODO: create a transformer from string to EmailContent when the sdk have support for it - MULE-9181.
          const std::string& subject = ""[No Subject]"",
          const std::vector<std::string>& toAddresses,
          const std::vector<std::string>& ccAddresses = {});","void send(SenderConnection& connection,
          const SMTPConfiguration& configuration,
          const EmailContent& content,
          const std::string& subject = ""[No Subject]"",
          const std::vector<std::string>& toAddresses,
          const std::vector<std::string>& ccAddresses = {})",1
"#include <map>
#include <string>","#include <map>
#include <string>

#include <gobblin/configuration/ConfigurationKeys.h>
#include <gobblin/configuration/State.h>
#include <gobblin/converter/jdbc/JdbcEntryData.h>
#include <gobblin/converter/jdbc/JdbcType.h>

/**
 * The implementation of JdbcWriterCommands for MySQL.
 */",0
"#include <chrono>
#include <optional>
#include <memory>
using std::optional;
using std::nullopt;
using std::make_optional;

class ComponentLocation {};

class Event {};

class EventContext {};

class FlowConstruct {};","#include <chrono>
#include <optional>

using std::nullopt;
using std::optional;
using std::make_optional;

#include ""ComponentLocation.h""
#include ""Event.h""
#include ""EventContext.h""
#include ""FlowConstruct.h""",0
"bool Parser::ParseFncDeclHelper(ParseNodePtr pnodeFnc, LPCOLESTR pNameHint, ushort flags, bool* pHasName, bool fUnaryOrParen, bool noStmtContext, bool* pNeedScanRCurly)
{
    ParseNodePtr pnodeFncSave = buildAST ? m_currentNodeFunc : m_currentNodeDeferredFunc;
    ParseNodePtr pnodeFncSaveNonLambda = buildAST ? m_currentNodeNonLambdaFunc : m_currentNodeNonLambdaDeferredFunc;
    int32_t* pAstSizeSave = m_pCurrentAstSize;

    bool fDeclaration = (flags & fFncDeclaration) != 0;
    bool fLambda = (flags & fFncLambda) != 0;
    bool fAsync = (flags & fFncAsync) != 0;","template<bool buildAST>
bool Parser::ParseFncDeclHelper(ParseNodePtr pnodeFnc, LPCOLESTR pNameHint, ushort flags, bool* pHasName, bool fUnaryOrParen, bool noStmtContext, bool* pNeedScanRCurly)
{
    ParseNodePtr pnodeFncSave = buildAST ? m_currentNodeFunc : m_currentNodeDeferredFunc;
    ParseNodePtr pnodeFncSaveNonLambda = buildAST ? m_currentNodeNonLambdaFunc : m_currentNodeNonLambdaDeferredFunc;
    int32_t* pAstSizeSave = m_pCurrentAstSize;

    bool fDeclaration = (flags & fFncDeclaration) != 0;
    bool fLambda = (flags & fFncLambda) != 0;
    bool fAsync = (flags & fFncAsync) != 0;
}",1
"}
 
// Simple JIT counts down and transitions on overflow
uint32_t callCount = simpleJitEntryPointInfo->callsCount;
assert(simpleJitLimit == 0 ? callCount == 0 : simpleJitLimit > callCount);
return callCount == 0 ?
    static_cast<uint16_t>(simpleJitLimit) :
    static_cast<uint16_t>(simpleJitLimit) - static_cast<uint8_t>(callCount) - 1;
}

void FunctionBody::ResetSimpleJitLimitAndCallCount()","```cpp
uint32_t callCount = simpleJitEntryPointInfo->callsCount;
assert(simpleJitLimit == 0 ? callCount == 0 : simpleJitLimit > callCount);
return callCount == 0 ?
    static_cast<uint16_t>(simpleJitLimit) :
    static_cast<uint16_t>(simpleJitLimit) - static_cast<uint8_t>(callCount) - 1;
```",1
